source,target
"[11, 18, 13, 10, 49, 27, 28]","[28, 27, 49, 10, 13, 18, 11]"
"[55, 33, 7, 32, 38, 54, 15, 33]","[33, 15, 54, 38, 32, 7, 33, 55]"
"[53, 57, 26, 7, 59, 18, 45, 60, 29]","[29, 60, 45, 18, 59, 7, 26, 57, 53]"
"[29, 49, 10, 12]","[12, 10, 49, 29]"
"[42, 9, 49, 24, 60]","[60, 24, 49, 9, 42]"
"[16, 43, 19, 35, 18, 59]","[59, 18, 35, 19, 43, 16]"
"[49, 37, 34, 9, 15, 56, 41]","[41, 56, 15, 9, 34, 37, 49]"
"[5, 9, 8, 36, 49, 9, 25, 31]","[31, 25, 9, 49, 36, 8, 9, 5]"
"[5, 38, 35, 48, 30, 8, 47, 59, 22]","[22, 59, 47, 8, 30, 48, 35, 38, 5]"
"[41, 25, 39, 5]","[5, 39, 25, 41]"
"[29, 50, 56, 9, 58]","[58, 9, 56, 50, 29]"
"[48, 55, 40, 25, 47, 41]","[41, 47, 25, 40, 55, 48]"
"[12, 49, 13, 17, 10, 28, 9]","[9, 28, 10, 17, 13, 49, 12]"
"[35, 7, 31, 55, 12, 13, 53, 39]","[39, 53, 13, 12, 55, 31, 7, 35]"
"[36, 54, 7, 48, 26, 25, 47, 46, 53]","[53, 46, 47, 25, 26, 48, 7, 54, 36]"
"[15, 20, 39, 31]","[31, 39, 20, 15]"
"[26, 60, 37, 26, 11]","[11, 26, 37, 60, 26]"
"[38, 37, 10, 31, 16, 13]","[13, 16, 31, 10, 37, 38]"
"[10, 57, 19, 41, 42, 18, 54]","[54, 18, 42, 41, 19, 57, 10]"
"[28, 52, 28, 19, 19, 4, 45, 27]","[27, 45, 4, 19, 19, 28, 52, 28]"
"[11, 9, 56, 37, 43, 21, 58, 34, 39]","[39, 34, 58, 21, 43, 37, 56, 9, 11]"
"[45, 42, 27, 42]","[42, 27, 42, 45]"
"[4, 60, 46, 30, 60]","[60, 30, 46, 60, 4]"
"[36, 53, 59, 43, 58, 56]","[56, 58, 43, 59, 53, 36]"
"[31, 29, 31, 4, 51, 36, 40]","[40, 36, 51, 4, 31, 29, 31]"
"[40, 19, 39, 39, 14, 56, 42, 12]","[12, 42, 56, 14, 39, 39, 19, 40]"
"[15, 59, 9, 39, 50, 57, 26, 17, 40]","[40, 17, 26, 57, 50, 39, 9, 59, 15]"
"[48, 42, 52, 41]","[41, 52, 42, 48]"
"[10, 38, 9, 5, 15]","[15, 5, 9, 38, 10]"
"[26, 28, 52, 46, 24, 50]","[50, 24, 46, 52, 28, 26]"
"[29, 20, 49, 19, 7, 9, 45]","[45, 9, 7, 19, 49, 20, 29]"
"[24, 50, 37, 43, 30, 28, 30, 42]","[42, 30, 28, 30, 43, 37, 50, 24]"
"[51, 36, 43, 24, 5, 26, 50, 23, 49]","[49, 23, 50, 26, 5, 24, 43, 36, 51]"
"[36, 20, 48, 25]","[25, 48, 20, 36]"
"[7, 47, 11, 52, 9]","[9, 52, 11, 47, 7]"
"[7, 7, 10, 29, 15, 43]","[43, 15, 29, 10, 7, 7]"
"[15, 34, 60, 52, 41, 45, 36]","[36, 45, 41, 52, 60, 34, 15]"
"[54, 32, 12, 40, 52, 59, 42, 51]","[51, 42, 59, 52, 40, 12, 32, 54]"
"[16, 10, 12, 9, 34, 38, 59, 37, 44]","[44, 37, 59, 38, 34, 9, 12, 10, 16]"
"[26, 31, 52, 15]","[15, 52, 31, 26]"
"[24, 45, 4, 17, 37]","[37, 17, 4, 45, 24]"
"[6, 21, 15, 32, 59, 54]","[54, 59, 32, 15, 21, 6]"
"[6, 31, 14, 16, 54, 46, 25]","[25, 46, 54, 16, 14, 31, 6]"
"[21, 39, 19, 57, 9, 35, 14, 25]","[25, 14, 35, 9, 57, 19, 39, 21]"
"[59, 18, 17, 29, 20, 37, 16, 55, 29]","[29, 55, 16, 37, 20, 29, 17, 18, 59]"
"[32, 37, 33, 58]","[58, 33, 37, 32]"
"[23, 8, 51, 42, 23]","[23, 42, 51, 8, 23]"
"[46, 37, 24, 11, 4, 43]","[43, 4, 11, 24, 37, 46]"
"[45, 21, 54, 49, 15, 40, 43]","[43, 40, 15, 49, 54, 21, 45]"
"[46, 49, 36, 32, 49, 30, 19, 11]","[11, 19, 30, 49, 32, 36, 49, 46]"
"[49, 4, 57, 8, 52, 43, 36, 27, 4]","[4, 27, 36, 43, 52, 8, 57, 4, 49]"
"[53, 48, 34, 57]","[57, 34, 48, 53]"
"[48, 52, 32, 15, 6]","[6, 15, 32, 52, 48]"
"[54, 18, 21, 41, 17, 44]","[44, 17, 41, 21, 18, 54]"
"[31, 33, 14, 34, 23, 17, 57]","[57, 17, 23, 34, 14, 33, 31]"
"[31, 58, 5, 13, 30, 44, 12, 42]","[42, 12, 44, 30, 13, 5, 58, 31]"
"[44, 42, 34, 5, 45, 26, 25, 51, 49]","[49, 51, 25, 26, 45, 5, 34, 42, 44]"
"[23, 19, 30, 33]","[33, 30, 19, 23]"
"[52, 54, 22, 30, 15]","[15, 30, 22, 54, 52]"
"[37, 4, 9, 41, 31, 27]","[27, 31, 41, 9, 4, 37]"
"[12, 15, 6, 46, 5, 19, 31]","[31, 19, 5, 46, 6, 15, 12]"
"[25, 52, 46, 10, 9, 52, 48, 16]","[16, 48, 52, 9, 10, 46, 52, 25]"
"[38, 38, 51, 7, 44, 23, 43, 56, 22]","[22, 56, 43, 23, 44, 7, 51, 38, 38]"
"[52, 50, 46, 10]","[10, 46, 50, 52]"
"[44, 56, 22, 44, 52]","[52, 44, 22, 56, 44]"
"[55, 60, 6, 38, 17, 31]","[31, 17, 38, 6, 60, 55]"
"[59, 49, 60, 53, 21, 38, 51]","[51, 38, 21, 53, 60, 49, 59]"
"[49, 18, 46, 38, 37, 41, 33, 37]","[37, 33, 41, 37, 38, 46, 18, 49]"
"[32, 32, 15, 60, 21, 56, 9, 57, 20]","[20, 57, 9, 56, 21, 60, 15, 32, 32]"
"[23, 25, 27, 34]","[34, 27, 25, 23]"
"[46, 51, 33, 47, 57]","[57, 47, 33, 51, 46]"
"[19, 15, 17, 28, 41, 41]","[41, 41, 28, 17, 15, 19]"
"[10, 20, 8, 31, 15, 35, 44]","[44, 35, 15, 31, 8, 20, 10]"
"[56, 34, 14, 27, 28, 41, 41, 15]","[15, 41, 41, 28, 27, 14, 34, 56]"
"[9, 30, 57, 37, 36, 56, 11, 4, 27]","[27, 4, 11, 56, 36, 37, 57, 30, 9]"
"[45, 25, 16, 58]","[58, 16, 25, 45]"
"[27, 39, 23, 17, 23]","[23, 17, 23, 39, 27]"
"[55, 59, 37, 50, 7, 55]","[55, 7, 50, 37, 59, 55]"
"[55, 16, 4, 18, 39, 21, 5]","[5, 21, 39, 18, 4, 16, 55]"
"[47, 46, 54, 22, 59, 47, 56, 40]","[40, 56, 47, 59, 22, 54, 46, 47]"
"[31, 55, 21, 59, 35, 47, 24, 36, 13]","[13, 36, 24, 47, 35, 59, 21, 55, 31]"
"[40, 32, 11, 35]","[35, 11, 32, 40]"
"[47, 40, 42, 30, 28]","[28, 30, 42, 40, 47]"
"[48, 22, 42, 10, 36, 25]","[25, 36, 10, 42, 22, 48]"
"[30, 27, 9, 15, 38, 55, 19]","[19, 55, 38, 15, 9, 27, 30]"
"[6, 29, 34, 33, 30, 45, 13, 32]","[32, 13, 45, 30, 33, 34, 29, 6]"
"[18, 26, 14, 9, 9, 27, 25, 51, 32]","[32, 51, 25, 27, 9, 9, 14, 26, 18]"
"[49, 58, 25, 30]","[30, 25, 58, 49]"
"[44, 8, 25, 11, 6]","[6, 11, 25, 8, 44]"
"[4, 18, 60, 57, 46, 25]","[25, 46, 57, 60, 18, 4]"
"[46, 18, 14, 39, 60, 60, 39]","[39, 60, 60, 39, 14, 18, 46]"
"[26, 52, 44, 52, 50, 20, 13, 24]","[24, 13, 20, 50, 52, 44, 52, 26]"
"[8, 51, 23, 15, 44, 44, 52, 38, 17]","[17, 38, 52, 44, 44, 15, 23, 51, 8]"
"[58, 23, 37, 21]","[21, 37, 23, 58]"
"[18, 10, 34, 25, 37]","[37, 25, 34, 10, 18]"
"[10, 13, 22, 18, 52, 46]","[46, 52, 18, 22, 13, 10]"
"[14, 27, 53, 10, 31, 42, 53]","[53, 42, 31, 10, 53, 27, 14]"
"[10, 15, 60, 57, 16, 54, 56, 55]","[55, 56, 54, 16, 57, 60, 15, 10]"
"[58, 52, 24, 24, 45, 4, 24, 55, 14]","[14, 55, 24, 4, 45, 24, 24, 52, 58]"
"[7, 29, 20, 31]","[31, 20, 29, 7]"
"[26, 19, 39, 26, 41]","[41, 26, 39, 19, 26]"
"[14, 4, 19, 50, 7, 50]","[50, 7, 50, 19, 4, 14]"
"[8, 37, 48, 43, 47, 4, 9]","[9, 4, 47, 43, 48, 37, 8]"
"[11, 32, 5, 51, 31, 57, 14, 20]","[20, 14, 57, 31, 51, 5, 32, 11]"
"[54, 31, 34, 36, 11, 42, 48, 22, 26]","[26, 22, 48, 42, 11, 36, 34, 31, 54]"
"[13, 15, 4, 36]","[36, 4, 15, 13]"
"[24, 16, 33, 18, 50]","[50, 18, 33, 16, 24]"
"[41, 53, 43, 33, 58, 36]","[36, 58, 33, 43, 53, 41]"
"[32, 26, 11, 46, 8, 6, 17]","[17, 6, 8, 46, 11, 26, 32]"
"[54, 35, 4, 53, 57, 12, 60, 19]","[19, 60, 12, 57, 53, 4, 35, 54]"
"[16, 9, 36, 56, 19, 4, 37, 7, 7]","[7, 7, 37, 4, 19, 56, 36, 9, 16]"
"[15, 27, 45, 18]","[18, 45, 27, 15]"
"[9, 19, 49, 21, 37]","[37, 21, 49, 19, 9]"
"[16, 56, 50, 18, 55, 41]","[41, 55, 18, 50, 56, 16]"
"[6, 48, 40, 33, 31, 5, 49]","[49, 5, 31, 33, 40, 48, 6]"
"[44, 18, 48, 41, 51, 5, 32, 7]","[7, 32, 5, 51, 41, 48, 18, 44]"
"[56, 51, 49, 52, 9, 13, 58, 23, 57]","[57, 23, 58, 13, 9, 52, 49, 51, 56]"
"[34, 52, 53, 43]","[43, 53, 52, 34]"
"[48, 51, 45, 21, 30]","[30, 21, 45, 51, 48]"
"[46, 14, 41, 29, 53, 32]","[32, 53, 29, 41, 14, 46]"
"[31, 12, 31, 33, 24, 53, 37]","[37, 53, 24, 33, 31, 12, 31]"
"[21, 9, 36, 52, 50, 17, 24, 12]","[12, 24, 17, 50, 52, 36, 9, 21]"
"[45, 19, 31, 15, 16, 5, 21, 8, 39]","[39, 8, 21, 5, 16, 15, 31, 19, 45]"
"[6, 52, 27, 20]","[20, 27, 52, 6]"
"[11, 29, 35, 13, 52]","[52, 13, 35, 29, 11]"
"[49, 34, 53, 13, 41, 44]","[44, 41, 13, 53, 34, 49]"
"[27, 9, 50, 4, 44, 30, 56]","[56, 30, 44, 4, 50, 9, 27]"
"[32, 25, 49, 29, 21, 52, 51, 53]","[53, 51, 52, 21, 29, 49, 25, 32]"
"[41, 40, 18, 33, 53, 11, 47, 20, 27]","[27, 20, 47, 11, 53, 33, 18, 40, 41]"
"[33, 49, 45, 32]","[32, 45, 49, 33]"
"[59, 25, 21, 31, 35]","[35, 31, 21, 25, 59]"
"[41, 13, 36, 14, 5, 18]","[18, 5, 14, 36, 13, 41]"
"[49, 19, 37, 12, 18, 11, 57]","[57, 11, 18, 12, 37, 19, 49]"
"[25, 15, 31, 55, 58, 23, 43, 30]","[30, 43, 23, 58, 55, 31, 15, 25]"
"[18, 4, 34, 30, 34, 5, 20, 44, 13]","[13, 44, 20, 5, 34, 30, 34, 4, 18]"
"[14, 51, 27, 18]","[18, 27, 51, 14]"
"[6, 10, 54, 17, 37]","[37, 17, 54, 10, 6]"
"[25, 15, 32, 29, 34, 58]","[58, 34, 29, 32, 15, 25]"
"[4, 51, 47, 45, 16, 16, 11]","[11, 16, 16, 45, 47, 51, 4]"
"[50, 22, 53, 60, 23, 27, 41, 40]","[40, 41, 27, 23, 60, 53, 22, 50]"
"[59, 10, 29, 49, 20, 39, 32, 41, 11]","[11, 41, 32, 39, 20, 49, 29, 10, 59]"
"[11, 23, 23, 39]","[39, 23, 23, 11]"
"[60, 30, 7, 23, 34]","[34, 23, 7, 30, 60]"
"[21, 54, 17, 53, 6, 21]","[21, 6, 53, 17, 54, 21]"
"[44, 9, 20, 10, 35, 42, 40]","[40, 42, 35, 10, 20, 9, 44]"
"[16, 35, 51, 33, 44, 10, 13, 58]","[58, 13, 10, 44, 33, 51, 35, 16]"
"[54, 60, 47, 5, 33, 10, 20, 40, 4]","[4, 40, 20, 10, 33, 5, 47, 60, 54]"
"[32, 24, 38, 46]","[46, 38, 24, 32]"
"[31, 16, 31, 37, 29]","[29, 37, 31, 16, 31]"
"[4, 58, 20, 52, 39, 17]","[17, 39, 52, 20, 58, 4]"
"[51, 7, 31, 9, 4, 4, 32]","[32, 4, 4, 9, 31, 7, 51]"
"[58, 19, 9, 17, 5, 8, 58, 10]","[10, 58, 8, 5, 17, 9, 19, 58]"
"[12, 58, 19, 43, 50, 38, 44, 19, 45]","[45, 19, 44, 38, 50, 43, 19, 58, 12]"
"[32, 45, 41, 31]","[31, 41, 45, 32]"
"[21, 23, 31, 29, 18]","[18, 29, 31, 23, 21]"
"[38, 49, 42, 14, 19, 39]","[39, 19, 14, 42, 49, 38]"
"[26, 5, 58, 34, 26, 19, 10]","[10, 19, 26, 34, 58, 5, 26]"
"[44, 23, 52, 50, 18, 9, 50, 7]","[7, 50, 9, 18, 50, 52, 23, 44]"
"[35, 7, 18, 41, 7, 22, 27, 47, 30]","[30, 47, 27, 22, 7, 41, 18, 7, 35]"
"[55, 56, 47, 40]","[40, 47, 56, 55]"
"[33, 41, 17, 40, 6]","[6, 40, 17, 41, 33]"
"[13, 33, 32, 15, 30, 36]","[36, 30, 15, 32, 33, 13]"
"[22, 24, 55, 4, 37, 4, 52]","[52, 4, 37, 4, 55, 24, 22]"
"[51, 38, 59, 56, 35, 6, 56, 10]","[10, 56, 6, 35, 56, 59, 38, 51]"
"[45, 59, 15, 22, 25, 50, 15, 28, 29]","[29, 28, 15, 50, 25, 22, 15, 59, 45]"
"[60, 33, 32, 7]","[7, 32, 33, 60]"
"[43, 12, 8, 28, 42]","[42, 28, 8, 12, 43]"
"[38, 24, 24, 19, 42, 55]","[55, 42, 19, 24, 24, 38]"
"[4, 50, 59, 60, 35, 54, 14]","[14, 54, 35, 60, 59, 50, 4]"
"[33, 48, 30, 4, 5, 59, 32, 48]","[48, 32, 59, 5, 4, 30, 48, 33]"
"[29, 36, 10, 57, 15, 5, 42, 15, 56]","[56, 15, 42, 5, 15, 57, 10, 36, 29]"
"[26, 8, 57, 58]","[58, 57, 8, 26]"
"[8, 46, 12, 38, 25]","[25, 38, 12, 46, 8]"
"[11, 52, 19, 50, 23, 40]","[40, 23, 50, 19, 52, 11]"
"[33, 56, 26, 24, 8, 8, 9]","[9, 8, 8, 24, 26, 56, 33]"
"[45, 14, 28, 34, 51, 14, 30, 10]","[10, 30, 14, 51, 34, 28, 14, 45]"
"[21, 52, 5, 21, 11, 57, 36, 48, 37]","[37, 48, 36, 57, 11, 21, 5, 52, 21]"
"[32, 6, 39, 17]","[17, 39, 6, 32]"
"[40, 5, 59, 23, 35]","[35, 23, 59, 5, 40]"
"[49, 21, 17, 26, 32, 42]","[42, 32, 26, 17, 21, 49]"
"[52, 8, 35, 29, 13, 60, 20]","[20, 60, 13, 29, 35, 8, 52]"
"[44, 54, 15, 36, 37, 41, 22, 49]","[49, 22, 41, 37, 36, 15, 54, 44]"
"[39, 57, 42, 54, 22, 44, 60, 43, 38]","[38, 43, 60, 44, 22, 54, 42, 57, 39]"
"[8, 39, 50, 28]","[28, 50, 39, 8]"
"[18, 47, 38, 14, 32]","[32, 14, 38, 47, 18]"
"[56, 4, 27, 7, 60, 18]","[18, 60, 7, 27, 4, 56]"
"[43, 43, 30, 35, 16, 23, 20]","[20, 23, 16, 35, 30, 43, 43]"
"[59, 16, 24, 32, 40, 17, 52, 25]","[25, 52, 17, 40, 32, 24, 16, 59]"
"[9, 26, 15, 34, 13, 17, 60, 60, 43]","[43, 60, 60, 17, 13, 34, 15, 26, 9]"
"[33, 7, 8, 14]","[14, 8, 7, 33]"
"[36, 10, 47, 15, 15]","[15, 15, 47, 10, 36]"
"[17, 6, 32, 21, 37, 9]","[9, 37, 21, 32, 6, 17]"
"[60, 7, 5, 4, 30, 42, 45]","[45, 42, 30, 4, 5, 7, 60]"
"[19, 37, 34, 27, 52, 32, 31, 48]","[48, 31, 32, 52, 27, 34, 37, 19]"
"[31, 22, 11, 58, 27, 22, 20, 29, 27]","[27, 29, 20, 22, 27, 58, 11, 22, 31]"
"[17, 34, 56, 27]","[27, 56, 34, 17]"
"[31, 4, 40, 16, 11]","[11, 16, 40, 4, 31]"
"[10, 28, 60, 51, 19, 34]","[34, 19, 51, 60, 28, 10]"
"[33, 57, 5, 47, 26, 53, 53]","[53, 53, 26, 47, 5, 57, 33]"
"[11, 11, 45, 45, 20, 46, 22, 5]","[5, 22, 46, 20, 45, 45, 11, 11]"
"[59, 7, 22, 8, 40, 48, 29, 40, 35]","[35, 40, 29, 48, 40, 8, 22, 7, 59]"
"[20, 31, 16, 11]","[11, 16, 31, 20]"
"[36, 13, 24, 26, 53]","[53, 26, 24, 13, 36]"
"[20, 27, 54, 4, 20, 46]","[46, 20, 4, 54, 27, 20]"
"[52, 41, 42, 52, 5, 37, 17]","[17, 37, 5, 52, 42, 41, 52]"
"[56, 42, 38, 51, 15, 40, 58, 52]","[52, 58, 40, 15, 51, 38, 42, 56]"
"[13, 39, 9, 32, 9, 21, 22, 59, 32]","[32, 59, 22, 21, 9, 32, 9, 39, 13]"
"[6, 52, 13, 7]","[7, 13, 52, 6]"
"[40, 59, 52, 58, 14]","[14, 58, 52, 59, 40]"
"[21, 53, 45, 48, 4, 7]","[7, 4, 48, 45, 53, 21]"
"[46, 19, 37, 47, 35, 27, 18]","[18, 27, 35, 47, 37, 19, 46]"
"[57, 47, 32, 25, 19, 53, 10, 54]","[54, 10, 53, 19, 25, 32, 47, 57]"
"[42, 58, 9, 59, 22, 22, 47, 52, 17]","[17, 52, 47, 22, 22, 59, 9, 58, 42]"
"[14, 60, 33, 29]","[29, 33, 60, 14]"
"[26, 49, 54, 32, 29]","[29, 32, 54, 49, 26]"
"[40, 35, 6, 48, 20, 7]","[7, 20, 48, 6, 35, 40]"
"[14, 28, 14, 57, 56, 39, 59]","[59, 39, 56, 57, 14, 28, 14]"
"[19, 40, 21, 53, 50, 27, 17, 40]","[40, 17, 27, 50, 53, 21, 40, 19]"
"[41, 57, 13, 43, 40, 58, 9, 13, 11]","[11, 13, 9, 58, 40, 43, 13, 57, 41]"
"[55, 6, 49, 18]","[18, 49, 6, 55]"
"[10, 55, 24, 13, 22]","[22, 13, 24, 55, 10]"
"[7, 43, 27, 24, 10, 16]","[16, 10, 24, 27, 43, 7]"
"[16, 44, 33, 26, 55, 50, 49]","[49, 50, 55, 26, 33, 44, 16]"
"[34, 14, 9, 24, 49, 28, 57, 10]","[10, 57, 28, 49, 24, 9, 14, 34]"
"[51, 40, 24, 40, 19, 41, 42, 8, 28]","[28, 8, 42, 41, 19, 40, 24, 40, 51]"
"[39, 11, 34, 39]","[39, 34, 11, 39]"
"[30, 27, 43, 28, 5]","[5, 28, 43, 27, 30]"
"[16, 43, 49, 38, 49, 40]","[40, 49, 38, 49, 43, 16]"
"[7, 22, 26, 30, 42, 47, 52]","[52, 47, 42, 30, 26, 22, 7]"
"[14, 13, 55, 17, 55, 25, 9, 53]","[53, 9, 25, 55, 17, 55, 13, 14]"
"[56, 4, 32, 12, 50, 20, 27, 24, 52]","[52, 24, 27, 20, 50, 12, 32, 4, 56]"
"[37, 56, 30, 28]","[28, 30, 56, 37]"
"[49, 19, 43, 56, 26]","[26, 56, 43, 19, 49]"
"[28, 43, 14, 17, 7, 50]","[50, 7, 17, 14, 43, 28]"
"[46, 34, 8, 43, 26, 44, 47]","[47, 44, 26, 43, 8, 34, 46]"
"[32, 18, 4, 15, 48, 28, 19, 51]","[51, 19, 28, 48, 15, 4, 18, 32]"
"[50, 40, 6, 19, 56, 23, 45, 20, 21]","[21, 20, 45, 23, 56, 19, 6, 40, 50]"
"[33, 11, 56, 50]","[50, 56, 11, 33]"
"[39, 12, 45, 55, 6]","[6, 55, 45, 12, 39]"
"[27, 27, 42, 38, 13, 53]","[53, 13, 38, 42, 27, 27]"
"[13, 9, 49, 37, 57, 58, 47]","[47, 58, 57, 37, 49, 9, 13]"
"[43, 59, 12, 55, 14, 44, 5, 16]","[16, 5, 44, 14, 55, 12, 59, 43]"
"[56, 38, 38, 27, 39, 30, 6, 60, 41]","[41, 60, 6, 30, 39, 27, 38, 38, 56]"
"[49, 7, 36, 17]","[17, 36, 7, 49]"
"[40, 12, 44, 20, 48]","[48, 20, 44, 12, 40]"
"[4, 45, 18, 23, 7, 48]","[48, 7, 23, 18, 45, 4]"
"[36, 51, 40, 36, 39, 51, 42]","[42, 51, 39, 36, 40, 51, 36]"
"[49, 47, 15, 60, 4, 56, 21, 50]","[50, 21, 56, 4, 60, 15, 47, 49]"
"[56, 4, 28, 30, 44, 29, 33, 13, 38]","[38, 13, 33, 29, 44, 30, 28, 4, 56]"
"[12, 13, 10, 14]","[14, 10, 13, 12]"
"[41, 19, 53, 45, 49]","[49, 45, 53, 19, 41]"
"[40, 52, 24, 57, 9, 11]","[11, 9, 57, 24, 52, 40]"
"[24, 54, 49, 6, 59, 30, 44]","[44, 30, 59, 6, 49, 54, 24]"
"[39, 31, 48, 36, 5, 37, 12, 36]","[36, 12, 37, 5, 36, 48, 31, 39]"
"[41, 38, 5, 52, 23, 47, 15, 16, 45]","[45, 16, 15, 47, 23, 52, 5, 38, 41]"
"[40, 4, 18, 54]","[54, 18, 4, 40]"
"[26, 14, 52, 49, 53]","[53, 49, 52, 14, 26]"
"[27, 60, 41, 22, 10, 35]","[35, 10, 22, 41, 60, 27]"
"[8, 28, 39, 28, 28, 27, 57]","[57, 27, 28, 28, 39, 28, 8]"
"[30, 42, 59, 27, 37, 14, 38, 46]","[46, 38, 14, 37, 27, 59, 42, 30]"
"[38, 30, 24, 60, 31, 40, 60, 25, 27]","[27, 25, 60, 40, 31, 60, 24, 30, 38]"
"[49, 25, 47, 15]","[15, 47, 25, 49]"
"[53, 44, 28, 54, 54]","[54, 54, 28, 44, 53]"
"[10, 20, 11, 16, 52, 12]","[12, 52, 16, 11, 20, 10]"
"[35, 40, 19, 56, 42, 17, 34]","[34, 17, 42, 56, 19, 40, 35]"
"[29, 26, 23, 46, 15, 24, 7, 37]","[37, 7, 24, 15, 46, 23, 26, 29]"
"[7, 38, 60, 39, 56, 43, 11, 45, 13]","[13, 45, 11, 43, 56, 39, 60, 38, 7]"
"[23, 46, 19, 49]","[49, 19, 46, 23]"
"[56, 35, 59, 17, 26]","[26, 17, 59, 35, 56]"
"[44, 21, 35, 6, 14, 43]","[43, 14, 6, 35, 21, 44]"
"[22, 13, 43, 34, 7, 9, 47]","[47, 9, 7, 34, 43, 13, 22]"
"[24, 33, 28, 56, 52, 18, 5, 41]","[41, 5, 18, 52, 56, 28, 33, 24]"
"[38, 40, 52, 43, 35, 53, 34, 7, 27]","[27, 7, 34, 53, 35, 43, 52, 40, 38]"
"[40, 39, 13, 36]","[36, 13, 39, 40]"
"[11, 11, 27, 29, 57]","[57, 29, 27, 11, 11]"
"[20, 56, 46, 48, 18, 19]","[19, 18, 48, 46, 56, 20]"
"[5, 56, 23, 29, 50, 37, 15]","[15, 37, 50, 29, 23, 56, 5]"
"[58, 38, 55, 49, 52, 23, 29, 53]","[53, 29, 23, 52, 49, 55, 38, 58]"
"[50, 40, 37, 55, 11, 7, 48, 53, 30]","[30, 53, 48, 7, 11, 55, 37, 40, 50]"
"[36, 19, 55, 57]","[57, 55, 19, 36]"
"[57, 20, 34, 46, 4]","[4, 46, 34, 20, 57]"
"[51, 24, 31, 59, 38, 4]","[4, 38, 59, 31, 24, 51]"
"[32, 53, 52, 25, 56, 46, 42]","[42, 46, 56, 25, 52, 53, 32]"
"[57, 15, 28, 57, 43, 40, 14, 58]","[58, 14, 40, 43, 57, 28, 15, 57]"
"[30, 29, 36, 40, 28, 24, 53, 34, 42]","[42, 34, 53, 24, 28, 40, 36, 29, 30]"
"[37, 36, 55, 18]","[18, 55, 36, 37]"
"[51, 10, 39, 40, 42]","[42, 40, 39, 10, 51]"
"[35, 51, 34, 23, 56, 36]","[36, 56, 23, 34, 51, 35]"
"[38, 37, 42, 59, 28, 11, 33]","[33, 11, 28, 59, 42, 37, 38]"
"[43, 45, 35, 34, 29, 27, 21, 13]","[13, 21, 27, 29, 34, 35, 45, 43]"
"[27, 30, 47, 48, 33, 47, 21, 5, 11]","[11, 5, 21, 47, 33, 48, 47, 30, 27]"
"[37, 38, 53, 44]","[44, 53, 38, 37]"
"[42, 29, 38, 36, 9]","[9, 36, 38, 29, 42]"
"[53, 10, 47, 9, 30, 40]","[40, 30, 9, 47, 10, 53]"
"[29, 56, 10, 53, 37, 9, 30]","[30, 9, 37, 53, 10, 56, 29]"
"[54, 39, 42, 34, 9, 46, 21, 30]","[30, 21, 46, 9, 34, 42, 39, 54]"
"[58, 35, 20, 52, 40, 57, 10, 11, 15]","[15, 11, 10, 57, 40, 52, 20, 35, 58]"
"[52, 31, 14, 35]","[35, 14, 31, 52]"
"[31, 26, 41, 33, 16]","[16, 33, 41, 26, 31]"
"[49, 11, 41, 29, 8, 12]","[12, 8, 29, 41, 11, 49]"
"[11, 25, 46, 16, 22, 15, 32]","[32, 15, 22, 16, 46, 25, 11]"
"[11, 32, 51, 19, 9, 37, 46, 6]","[6, 46, 37, 9, 19, 51, 32, 11]"
"[35, 29, 38, 52, 4, 17, 37, 14, 38]","[38, 14, 37, 17, 4, 52, 38, 29, 35]"
"[30, 36, 59, 19]","[19, 59, 36, 30]"
"[21, 44, 12, 53, 28]","[28, 53, 12, 44, 21]"
"[51, 9, 47, 30, 43, 47]","[47, 43, 30, 47, 9, 51]"
"[13, 49, 9, 16, 10, 30, 27]","[27, 30, 10, 16, 9, 49, 13]"
"[11, 35, 37, 6, 13, 35, 25, 58]","[58, 25, 35, 13, 6, 37, 35, 11]"
"[4, 15, 47, 21, 41, 50, 5, 37, 27]","[27, 37, 5, 50, 41, 21, 47, 15, 4]"
"[57, 51, 16, 59]","[59, 16, 51, 57]"
"[48, 21, 39, 54, 53]","[53, 54, 39, 21, 48]"
"[30, 49, 43, 33, 41, 11]","[11, 41, 33, 43, 49, 30]"
"[37, 41, 13, 49, 24, 29, 33]","[33, 29, 24, 49, 13, 41, 37]"
"[6, 49, 50, 26, 36, 17, 39, 28]","[28, 39, 17, 36, 26, 50, 49, 6]"
"[40, 60, 28, 52, 12, 14, 59, 22, 51]","[51, 22, 59, 14, 12, 52, 28, 60, 40]"
"[30, 32, 54, 9]","[9, 54, 32, 30]"
"[24, 30, 5, 11, 46]","[46, 11, 5, 30, 24]"
"[39, 32, 58, 5, 32, 59]","[59, 32, 5, 58, 32, 39]"
"[54, 53, 28, 24, 6, 17, 56]","[56, 17, 6, 24, 28, 53, 54]"
"[8, 36, 50, 49, 8, 8, 11, 11]","[11, 11, 8, 8, 49, 50, 36, 8]"
"[43, 35, 41, 49, 26, 53, 48, 43, 25]","[25, 43, 48, 53, 26, 49, 41, 35, 43]"
"[36, 47, 60, 13]","[13, 60, 47, 36]"
"[22, 43, 13, 39, 11]","[11, 39, 13, 43, 22]"
"[37, 5, 38, 55, 44, 47]","[47, 44, 55, 38, 5, 37]"
"[33, 27, 57, 50, 60, 46, 34]","[34, 46, 60, 50, 57, 27, 33]"
